Epoch,Train Loss,Train_Accuracy,Validation_Accuracy
0,1.563630646989376,62.19148359099539,67.23646723646723
10,1.075958503110641,93.92459994575536,71.7948717948718
20,1.0145971105775764,97.39625711960944,76.35327635327636
30,0.9903890127601551,98.4540276647681,77.4928774928775
40,0.9760275800149875,98.75237320314619,76.06837606837607
50,0.9661436580143745,99.15920802820722,75.78347578347578
60,0.9507775954641493,99.15920802820722,75.78347578347578
70,0.9418938261466133,99.56604285326824,76.35327635327636
80,0.9339694133579554,99.67453213995118,76.06837606837607
90,0.9309418039138252,99.81014374830485,76.92307692307692
100,0.9269259871588124,99.72877678329264,75.78347578347578
110,0.9232966061171265,99.70165446162191,76.63817663817663
120,0.9200143126054996,99.75589910496339,77.20797720797721
130,0.9197495812027313,99.89151071331706,77.77777777777777
140,0.9187674505587092,99.70165446162191,78.34757834757835
150,0.9169292100762041,99.86438839164633,77.77777777777777
160,0.91323540570906,99.75589910496339,76.35327635327636
170,0.9147360341025783,99.89151071331706,78.06267806267806
180,0.9106300205016543,99.91863303498779,77.20797720797721
190,0.9138219006701087,99.86438839164633,76.92307692307692
200,0.9139676426431497,99.75589910496339,76.92307692307692
210,0.9127524882627756,99.81014374830485,77.77777777777777
220,0.9128393991096316,99.89151071331706,76.63817663817663
230,0.9126434646908559,99.75589910496339,76.92307692307692
240,0.913874566926845,99.78302142663412,77.20797720797721
250,0.9080578548202742,99.94575535665852,77.20797720797721
260,0.9121390930643436,99.72877678329264,77.20797720797721
270,0.9110612636469941,99.70165446162191,76.92307692307692
280,0.909812419499231,99.83726606997558,77.20797720797721
290,0.9124650311140242,99.83726606997558,77.20797720797721
300,0.911776379191329,99.89151071331706,77.20797720797721
